Customer_ID,Customer_Name,Birth_Date,Marital_Status,Annual_Income,Total_Children,Education_Level,Occupation,Home_Owner
BB3049,Jamadar Yadav,10-06-1947,M," ? 16,17,688.00 ",4,High School,Skilled Manual,N
BB3050,Bal Dev,08-09-1947,M," ? 20,69,037.00 ",4,High School,Skilled Manual,Y
BB3051,Vinit Kumar,24-05-1947,M," ? 30,39,338.00 ",2,Partial College,Clerical,N
BB3052,Rama Singh,23-10-1948,M," ? 5,77,837.00 ",2,Partial High School,Clerical,Y
BB3053,Raj Upadhyay,17-08-1978,M," ? 16,71,919.00 ",0,Partial College,Skilled Manual,Y
BB3054,Rihal Ali,26-04-1977,S," ? 4,96,998.00 ",0,Partial High School,Clerical,N
BB3055,Narender Kumar,26-07-1977,S," ? 30,89,425.00 ",0,Partial High School,Clerical,N
BB3056,Manish Aneja,27-10-1977,S," ? 11,33,881.00 ",0,Partial College,Skilled Manual,Y
BB3057,Bijender Singh,05-10-1977,S," ? 28,97,760.00 ",0,Partial College,Skilled Manual,N
BB3058,Rame Singh,13-04-1977,M," ? 2,83,927.00 ",0,Partial College,Skilled Manual,Y
BB3059,Rajkumar Kala,13-05-1977,M," ? 33,05,426.00 ",0,Partial College,Skilled Manual,N
BB3060,Hasibul Khan,27-09-1977,M," ? 23,52,559.00 ",0,Partial College,Skilled Manual,Y
BB3061,Shiv Kumar Sharma,26-08-1949,M," ? 17,25,036.00 ",2,Partial High School,Clerical,Y
BB3062,Sher Ram,14-07-1949,M," ? 17,38,677.00 ",2,Partial High School,Clerical,Y
BB3063,Radheshyam Gupta,05-09-1949,M," ? 10,13,340.00 ",2,Partial High School,Clerical,Y
BB3064,Satendra Singh,05-08-1950,M," ? 10,86,016.00 ",3,Partial College,Clerical,N
BB3065,Bhawani Shankar,08-11-1950,S," ? 22,82,730.00 ",0,Partial College,Clerical,Y
BB3066,Sujeet Vishwas,12-02-1950,M," ? 8,28,338.00 ",2,Bachelors,Management,Y
BB3067,Sandeep Leelu,11-08-1951,M," ? 25,52,584.00 ",3,High School,Skilled Manual,Y
BB3068,Kana Ram,27-09-1951,M," ? 22,89,042.00 ",3,High School,Skilled Manual,N
BB3069,Mahender Sahani,19-04-1951,M," ? 13,96,450.00 ",3,High School,Skilled Manual,Y
BB3070,Nilu Giri,14-01-1951,M," ? 19,24,963.00 ",3,High School,Skilled Manual,N
BB3071,Sohan Singh,22-11-1980,S," ? 7,28,683.00 ",0,Partial College,Skilled Manual,N
BB3072,Amir Hamza,02-01-1952,M," ? 7,97,624.00 ",3,High School,Skilled Manual,Y
BB3073,Chaman Lal Verma,21-07-1952,M," ? 29,42,138.00 ",3,High School,Skilled Manual,Y
BB3074,Kamal Yadav,20-06-1954,S," ? 28,61,329.00 ",0,Partial College,Skilled Manual,N
BB3075,Arun Sing,02-11-1975,S," ? 18,17,415.00 ",0,Partial College,Skilled Manual,Y
BB3076,Arun Prakash Tiwari,05-06-1975,S," ? 5,98,665.00 ",0,High School,Skilled Manual,Y
BB3077,Abdul Sakur,15-10-1975,S," ? 24,86,043.00 ",0,High School,Skilled Manual,Y
BB3078,Dya Shakar,23-12-1975,S," ? 16,13,422.00 ",0,Partial College,Skilled Manual,N
BB3079,Dya Shankar,18-03-1974,M," ? 4,93,168.00 ",0,High School,Skilled Manual,Y
BB3080,Mahender Verma,01-05-1974,S," ? 19,01,293.00 ",0,High School,Skilled Manual,Y
BB3081,Punit Gupta,13-05-1973,M," ? 23,64,628.00 ",0,Partial College,Professional,N
BB3082,Jogender Singh,12-07-1973,S," ? 15,69,926.00 ",0,Partial College,Professional,N
BB3083,Sanjay Mani,22-08-1976,M," ? 14,32,304.00 ",0,Partial College,Professional,Y
BB3084,Harsh Sharma,21-10-1955,S," ? 6,80,858.00 ",0,High School,Skilled Manual,N
BB3085,Vikrant Singh,17-02-1955,M," ? 33,09,508.00 ",2,High School,Skilled Manual,Y
BB3086,Roshan Singh,07-01-1956,M," ? 25,18,024.00 ",2,High School,Skilled Manual,N
BB3087,Naresh Kuamr,19-02-1957,S," ? 30,73,465.00 ",0,High School,Professional,N
BB3088,Awdesh Kumar,08-04-1958,S," ? 20,65,513.00 ",0,Graduate Degree,Management,N
BB3089,Brijlal Giri,02-08-1973,S," ? 4,84,539.00 ",0,Bachelors,Management,Y
BB3090,Amar Deep,27-06-1974,M," ? 7,71,279.00 ",0,Partial College,Professional,Y
BB3091,Pramod Shrama,22-04-1974,M," ? 11,81,567.00 ",0,Partial College,Professional,Y
BB3092,Tarbez Ansari,22-11-1959,M," ? 23,30,997.00 ",0,Graduate Degree,Management,Y
BB3093,Ajit Singh,19-09-1959,S," ? 19,43,184.00 ",0,Graduate Degree,Management,N
BB3094,Sahil Khan,12-05-1957,S," ? 29,67,263.00 ",0,Partial High School,Skilled Manual,N
BB3095,Roop Basant Meena,03-04-1957,S," ? 26,73,795.00 ",0,Partial High School,Skilled Manual,Y
BB3096,Abhishek Rohit,01-01-1957,M," ? 15,23,730.00 ",2,High School,Professional,N
BB3097,Vaseem Monu,28-02-1957,S," ? 31,77,501.00 ",0,High School,Professional,Y
BB3098,Ujjawal Upadhyay,14-07-1957,M," ? 34,41,891.00 ",2,Partial College,Professional,Y
BB3099,Subhash Chander Sukhija,05-04-1967,M," ? 27,62,123.00 ",5,Bachelors,Professional,Y
BB3100,Md Hasan,04-06-1967,M," ? 12,16,325.00 ",4,Bachelors,Professional,Y
BB3101,Ravinder Singh Bunty,15-10-1962,S," ? 23,40,688.00 ",0,Partial College,Skilled Manual,N
BB3102,Shivaji Rai,03-04-1962,M," ? 12,85,360.00 ",1,Bachelors,Professional,Y
BB3103,Gopal Dass,07-09-1962,M," ? 11,00,294.00 ",1,Bachelors,Professional,Y
BB3104,Ranbir Singh,16-05-1966,S," ? 26,68,576.00 ",0,Graduate Degree,Management,N
BB3105,Bhola Nath,14-04-1966,S," ? 14,43,734.00 ",0,Bachelors,Professional,Y
BB3106,Laxman Lal Tundwal,26-06-1966,S," ? 19,11,979.00 ",0,Graduate Degree,Management,Y
BB3107,Md Hassan,17-09-1966,S," ? 17,32,248.00 ",0,Graduate Degree,Management,N
BB3108,Mohan Pandey,10-04-1960,M," ? 28,59,142.00 ",1,Partial College,Skilled Manual,Y
BB3109,Somnath Batra,03-07-1960,M," ? 19,37,421.00 ",1,Partial College,Skilled Manual,Y
BB3110,Aakash Chaudhary,27-04-1960,M," ? 30,77,297.00 ",1,Partial College,Skilled Manual,Y
BB3111,Lal Man Gupta,24-11-1959,M," ? 34,02,799.00 ",1,Bachelors,Professional,Y
BB3112,Satbir Kumar,14-06-1965,S," ? 10,41,398.00 ",0,Bachelors,Professional,N
BB3113,Shiv Lal Nehara,22-12-1965,M," ? 9,05,246.00 ",5,Bachelors,Professional,Y
BB3114,Manoj Kumar Josi,27-11-1965,M," ? 20,38,569.00 ",5,Bachelors,Professional,Y
BB3115,Kaushik Kumar,02-07-1965,M," ? 14,77,741.00 ",5,Bachelors,Professional,Y
BB3116,Azhar Khan,18-07-1964,S," ? 17,83,931.00 ",0,Bachelors,Professional,Y
BB3117,Mohmed Kanok,08-08-1964,S," ? 23,70,519.00 ",0,Bachelors,Professional,N
BB3118,Abdul Gani,09-06-1964,S," ? 22,26,062.00 ",0,Bachelors,Professional,N
BB3119,Ram Bhrose,27-07-1963,S," ? 19,63,872.00 ",0,Bachelors,Professional,Y
BB3120,Kirshn Goapal Jadhon,23-11-1962,S," ? 6,43,501.00 ",0,Partial College,Skilled Manual,Y
BB3121,Mohd Monish,20-04-1962,S," ? 4,94,109.00 ",0,Bachelors,Professional,Y
BB3122,Jitender Soni,04-06-1962,M," ? 33,77,964.00 ",5,Bachelors,Professional,Y
BB3123,Pintu Meghwal,21-02-1962,M," ? 26,78,379.00 ",5,Bachelors,Professional,Y
BB3124,Mo Sarif,10-11-1958,S," ? 6,02,994.00 ",0,Bachelors,Professional,Y
BB3125,Muksndi Lal,27-11-1958,S," ? 27,97,800.00 ",0,Bachelors,Management,N
BB3126,Partik Kumar,24-03-1957,M," ? 19,77,875.00 ",1,Partial College,Skilled Manual,Y
BB3127,Dev Dutt,27-04-1935,M," ? 3,39,075.00 ",2,Partial College,Clerical,N
BB3128,Aaftab Alam,07-06-1949,M," ? 5,51,262.00 ",2,High School,Skilled Manual,Y
BB3129,Subodh Yadav,20-11-1976,S," ? 14,14,914.00 ",0,High School,Skilled Manual,Y
BB3130,Sujeet Haldal,27-02-1976,M," ? 20,55,885.00 ",0,High School,Skilled Manual,Y
BB3131,Vijay Kumar Tiwari Pappu,13-04-1976,S," ? 3,25,358.00 ",0,High School,Skilled Manual,Y
BB3132,Karan Pandey Kumar Pandey,23-11-1975,M," ? 31,15,393.00 ",0,High School,Skilled Manual,Y
BB3133,Raj Kohli,14-03-1976,S," ? 30,05,288.00 ",0,High School,Skilled Manual,N
BB3134,Anli Kumar,19-05-1976,S," ? 27,52,833.00 ",0,High School,Skilled Manual,Y
BB3135,Shami Walia,06-04-1980,M," ? 17,99,005.00 ",0,High School,Skilled Manual,Y
BB3136,Gheesa Singh,06-05-1980,S," ? 21,01,026.00 ",0,High School,Skilled Manual,N
BB3137,Shah Aftab,03-11-1980,M," ? 2,96,094.00 ",0,High School,Skilled Manual,Y
BB3138,Dheeraj Passi,06-05-1980,S," ? 21,20,106.00 ",0,High School,Skilled Manual,N
BB3139,Mithlesh Yadav,02-03-1980,M," ? 22,56,628.00 ",0,High School,Skilled Manual,N
BB3140,Ramkumar Tiwari,20-02-1946,M," ? 31,67,634.00 ",5,High School,Skilled Manual,N
BB3141,Dhiraj Passi,05-05-1937,S," ? 34,27,896.00 ",0,Bachelors,Management,Y
BB3142,Bhanvar Singh,25-05-1978,S," ? 11,60,261.00 ",0,Partial High School,Clerical,Y
BB3143,Rajendar Sen,09-10-1978,S," ? 17,72,865.00 ",0,High School,Skilled Manual,N
BB3144,Ram Shabad,16-10-1977,M," ? 20,23,898.00 ",0,Partial High School,Clerical,N
BB3145,Naresh Bansal,24-11-1977,S," ? 18,30,021.00 ",0,Partial High School,Clerical,Y
BB3146,Amit Sachdeva,19-04-1977,S," ? 24,60,599.00 ",0,Partial High School,Clerical,Y
BB3147,Praveen Puran,10-05-1977,S," ? 30,31,600.00 ",0,High School,Skilled Manual,N
BB3148,Ranbir Singh Sonu,10-09-1976,M," ? 2,57,336.00 ",0,High School,Skilled Manual,Y
BB3149,Sarvesh Kumarlallan,20-08-1979,S," ? 10,58,746.00 ",0,Partial High School,Clerical,N
BB3150,Buhan Chandara,26-09-1979,M," ? 16,76,702.00 ",0,High School,Skilled Manual,Y
BB3151,Sahrik Ikbal,24-04-1979,M," ? 27,09,008.00 ",0,High School,Skilled Manual,Y
BB3152,Nenhe Sidhque,24-11-1939,M," ? 28,74,360.00 ",2,Bachelors,Management,Y
BB3153,Mohit Dua Ji,19-05-1941,M," ? 22,95,982.00 ",2,Bachelors,Management,Y
BB3154,Mohd Hanif,11-09-1942,M," ? 6,04,890.00 ",2,Bachelors,Management,Y
BB3155,Mansoor Ali,27-02-1942,S," ? 25,03,581.00 ",0,Graduate Degree,Management,Y
BB3156,Mustkeem Ali,06-10-1943,S," ? 32,67,822.00 ",0,Bachelors,Management,Y
BB3157,Bhavisaya Rai Choudhry,04-12-1976,S," ? 19,80,876.00 ",0,Partial College,Skilled Manual,N
BB3158,Avnish Kumar Kallu,13-01-1976,S," ? 3,36,688.00 ",0,Partial College,Skilled Manual,N
BB3159,Vishal Ashu,24-07-1975,S," ? 25,92,579.00 ",0,High School,Skilled Manual,Y
BB3160,Sanjeev Sarkar,07-04-1975,S," ? 22,33,805.00 ",0,High School,Skilled Manual,Y
BB3161,Bhanu Sanjay,23-08-1974,M," ? 31,04,914.00 ",0,Partial College,Skilled Manual,N
BB3162,Omprakash Golu,11-06-1973,S," ? 32,36,610.00 ",0,Partial College,Skilled Manual,N
BB3163,Mayank Aakash,22-11-1972,S," ? 11,95,818.00 ",0,Partial College,Skilled Manual,N
BB3164,Jile Singh,06-11-1972,S," ? 8,62,980.00 ",0,Partial College,Skilled Manual,N
BB3165,Zahir Miyan,22-04-1972,S," ? 24,01,267.00 ",0,Partial College,Skilled Manual,N
BB3166,Dhuruv Shetty,07-01-1972,M," ? 26,79,257.00 ",0,Partial College,Skilled Manual,N
BB3167,M Rajeev,04-06-1972,S," ? 8,88,711.00 ",0,Bachelors,Management,N
BB3168,Kanheya Lal,18-02-1968,S," ? 26,96,122.00 ",0,Bachelors,Management,N
BB3169,P Dinesh Raju,23-10-1968,S," ? 9,15,870.00 ",0,Bachelors,Management,N
BB3170,Ashu Kant Tridev,14-07-1967,S," ? 11,74,726.00 ",0,Bachelors,Management,Y
BB3171,Chandu Paswan,11-06-1967,S," ? 22,82,745.00 ",0,Graduate Degree,Management,Y
BB3172,Pooran Singh Saini,17-06-1967,M," ? 34,35,302.00 ",0,Bachelors,Management,Y
BB3173,Deepak Gupta,13-07-1967,S," ? 19,09,710.00 ",0,Graduate Degree,Management,N
BB3174,Suraj Rana,13-02-1942,M," ? 16,05,907.00 ",5,Bachelors,Management,Y
BB3175,Mohd Anwar,11-12-1979,M," ? 3,20,002.00 ",0,Partial College,Manual,Y
BB3176,Baburam Singh,11-09-1980,M," ? 9,63,188.00 ",0,Partial College,Manual,N
BB3177,Bansi Lal,19-05-1978,S," ? 17,53,734.00 ",0,Partial College,Manual,Y
BB3178,Parvesh Kumar,13-10-1978,M," ? 4,09,446.00 ",0,Partial College,Manual,N
BB3179,Janak Singh Dadwal,08-02-1976,M," ? 17,87,008.00 ",0,High School,Manual,Y
BB3180,Narayan Ram,20-01-1979,S," ? 32,05,297.00 ",0,High School,Manual,N
BB3181,Anil Jain,18-10-1979,M," ? 16,07,899.00 ",0,Bachelors,Clerical,Y
BB3182,Dinesh Siriwastav,14-03-1979,M," ? 8,44,105.00 ",0,Bachelors,Clerical,N
BB3183,Ram Anuj Kumar,20-01-1977,S," ? 20,68,214.00 ",0,High School,Manual,N
BB3184,Hazari Lal,16-11-1977,S," ? 10,29,034.00 ",0,Bachelors,Clerical,Y
BB3185,Manmeet Singh Saini,13-06-1977,S," ? 11,57,738.00 ",0,Partial College,Manual,N
BB3186,Afzaj Ansari,10-08-1943,M," ? 17,05,845.00 ",1,Partial College,Manual,Y
BB3187,Bhupender Singh,05-04-1943,M," ? 4,53,589.00 ",2,Partial College,Manual,Y
BB3188,Shiv Kumar Rohit,06-10-1943,M," ? 28,14,160.00 ",2,Partial College,Manual,Y
BB3189,Ranjeet Kumar,16-10-1943,S," ? 16,36,541.00 ",0,Partial College,Manual,Y
BB3190,Iswer Singh,25-03-1961,M," ? 23,92,216.00 ",4,Graduate Degree,Clerical,Y
BB3191,Ravish Kumar,08-07-1961,M," ? 27,84,338.00 ",4,Graduate Degree,Clerical,Y
BB3192,Kamal Kakkad,11-06-1960,S," ? 5,18,413.00 ",0,High School,Manual,N
BB3193,Shkur Khan,13-09-1960,M," ? 19,99,985.00 ",1,High School,Manual,Y
BB3194,Inder Dev Singh,13-03-1960,S," ? 9,27,760.00 ",0,Partial College,Manual,N
BB3195,Dataterya Devi Dass Jadhav,11-10-1959,M," ? 24,27,329.00 ",1,High School,Manual,Y
BB3196,Mohd Sabbir,15-02-1959,S," ? 27,78,182.00 ",0,High School,Manual,N
BB3197,Ganesh Yadav,22-07-1959,M," ? 24,03,392.00 ",2,Partial College,Manual,Y
BB3198,Mumtaj Ahmad,17-03-1958,M," ? 16,48,338.00 ",1,Graduate Degree,Clerical,Y
BB3199,Sahid Khan,12-03-1958,M," ? 18,38,507.00 ",1,Graduate Degree,Clerical,Y
BB3200,Dilsah Hassansambhu,27-10-1960,M," ? 23,87,595.00 ",3,Bachelors,Clerical,Y
BB3201,Ravi Kumar Gangwal,21-02-1959,M," ? 4,59,785.00 ",3,Bachelors,Clerical,Y
BB3202,Upender Jha,26-10-1970,S," ? 29,26,314.00 ",0,High School,Manual,Y
BB3203,Mani Kumar,10-03-1970,S," ? 26,59,912.00 ",0,Partial College,Manual,N
BB3204,Shyam Lal Meghawal,14-11-1970,S," ? 19,59,214.00 ",0,Partial College,Manual,N
BB3205,Arab Singh,09-10-1970,M," ? 20,56,042.00 ",0,Bachelors,Clerical,Y
BB3206,Jitan Ram,10-09-1970,M," ? 6,08,181.00 ",0,Graduate Degree,Clerical,Y
BB3207,Kurban Ali,18-05-1969,S," ? 19,24,212.00 ",0,Partial College,Manual,N
BB3208,Anurag Chander,14-04-1969,S," ? 22,91,027.00 ",0,Bachelors,Clerical,Y
BB3209,Pappu Gurmeet,04-02-1969,S," ? 33,93,278.00 ",0,Graduate Degree,Clerical,Y
BB3210,Harbansh Singh,12-11-1969,S," ? 24,98,885.00 ",0,Graduate Degree,Clerical,Y
BB3211,Kuldeep Kumar,05-07-1969,M," ? 12,25,029.00 ",0,Graduate Degree,Clerical,Y
BB3212,Birender Kishor Bhala,02-02-1969,S," ? 6,71,103.00 ",0,Graduate Degree,Clerical,Y
BB3213,Laxman Bhadur,18-11-1969,M," ? 9,95,499.00 ",0,Graduate Degree,Clerical,Y
BB3214,Ziarul Rehman,23-10-1969,M," ? 8,34,160.00 ",0,Graduate Degree,Clerical,Y
BB3215,Babu Ahmad,28-04-1969,S," ? 25,93,675.00 ",0,Graduate Degree,Skilled Manual,Y
BB3216,Simranjeet Singh,11-10-1922,M," ? 19,34,040.00 ",3,Bachelors,Clerical,N
BB3217,Devi Dass,02-04-1951,S," ? 34,42,553.00 ",0,Partial College,Manual,Y
BB3218,Shree Bhagwat Nishad,25-09-1951,M," ? 32,23,496.00 ",2,Partial College,Manual,Y
BB3219,Mohmad Shadi,16-04-1968,S," ? 29,88,912.00 ",0,High School,Manual,Y
BB3220,Rudra Pratap,02-11-1968,S," ? 23,56,328.00 ",0,High School,Manual,Y
BB3221,Sundar Lal,05-09-1944,S," ? 2,59,927.00 ",0,Partial College,Professional,N
BB3222,Akash Mandal,21-04-1944,S," ? 22,01,715.00 ",0,Bachelors,Management,N
BB3223,Amit Parasar,21-04-1945,M," ? 23,46,070.00 ",5,High School,Professional,Y
BB3224,Kundan Ram,08-09-1945,M," ? 28,23,288.00 ",5,High School,Professional,Y
BB3225,Mukul Sonu,20-05-1945,M," ? 22,67,532.00 ",3,Bachelors,Management,Y
BB3226,Rashid Ali,08-03-1946,M," ? 3,98,695.00 ",5,Partial College,Professional,N
BB3227,Deepak Prasad,22-05-1946,M," ? 9,09,939.00 ",5,Partial College,Professional,N
BB3228,Tarun Soni,15-09-1946,S," ? 7,72,727.00 ",0,Partial College,Professional,N
BB3229,Khubi Ram,26-04-1946,S," ? 33,59,480.00 ",0,Bachelors,Management,Y
BB3230,Mohd Akil,05-05-1946,M," ? 2,77,935.00 ",2,Bachelors,Management,Y
BB3231,Reyaz Ahmed Malik,02-12-1946,M," ? 22,51,103.00 ",3,Bachelors,Management,Y
BB3232,Subodh Kumar,20-09-1954,M," ? 28,04,291.00 ",3,Partial College,Professional,Y
BB3233,Rajesh Sharma,27-10-1953,M," ? 8,14,264.00 ",0,Bachelors,Management,Y
BB3234,Mahaveer Mehto,19-11-1952,S," ? 14,10,239.00 ",0,Partial College,Professional,Y
BB3235,Sh Phool Chand Sharma,26-06-1952,M," ? 11,22,187.00 ",4,Partial College,Professional,Y
BB3236,Raj Kumar Meena,24-09-1952,M," ? 32,98,811.00 ",3,Partial College,Professional,Y
BB3237,Ashok Shoky,07-11-1951,M," ? 14,73,008.00 ",4,High School,Professional,Y
BB3238,Rajaram Radhey,01-09-1951,M," ? 32,68,383.00 ",4,High School,Professional,N
BB3239,Shree Pal,23-05-1951,M," ? 9,58,661.00 ",4,High School,Professional,Y
BB3240,Netra Singh,15-01-1951,M," ? 23,57,127.00 ",4,Partial College,Professional,N
BB3241,Manish Rana,23-08-1950,M," ? 6,20,420.00 ",4,High School,Management,Y
BB3242,Shyoram Avatar,26-01-1950,M," ? 24,88,822.00 ",4,Partial College,Management,N
BB3243,Saroj Kumar,12-11-1949,M," ? 25,13,492.00 ",4,High School,Management,Y
BB3244,Karan Jeet Singh,02-07-1949,M," ? 34,11,376.00 ",4,High School,Management,Y
BB3245,Ram Kishan Tomar,07-10-1948,M," ? 15,20,454.00 ",5,Partial High School,Skilled Manual,Y
BB3246,Kumod Yadav,10-04-1948,M," ? 23,07,818.00 ",5,High School,Management,Y
BB3247,Harpreet Singh Bedi Happy,19-07-1948,S," ? 29,71,320.00 ",0,Partial High School,Skilled Manual,Y
BB3248,Hitender Garg,14-05-1947,S," ? 32,04,399.00 ",0,High School,Management,Y
BB3249,Noora Kabadi,09-08-1947,M," ? 10,21,204.00 ",5,Partial High School,Skilled Manual,N
BB3250,Vaishali Vishu,23-04-1947,S," ? 16,88,898.00 ",0,Partial High School,Skilled Manual,Y
BB3251,Krishan Pal,06-07-1947,M," ? 8,12,218.00 ",4,Partial High School,Professional,N
BB3252,Vijay Aggarwal,21-09-1947,M," ? 7,71,526.00 ",4,Partial High School,Professional,Y
BB3253,Gurnam Singh,22-08-1947,S," ? 31,96,185.00 ",0,High School,Management,Y
BB3254,Pappu Joseph,09-04-1975,M," ? 11,20,854.00 ",0,Bachelors,Professional,Y
BB3255,Ganesh Jat,27-10-1976,M," ? 25,77,249.00 ",0,Bachelors,Professional,Y
BB3256,Shayam Singh Sonu,15-03-1975,S," ? 23,83,433.00 ",0,Bachelors,Professional,N
BB3257,Shayam Kishor Singh,03-05-1975,S," ? 3,21,334.00 ",0,Bachelors,Professional,N
BB3258,Dr Gopal Bhagat,11-11-1975,M," ? 12,73,677.00 ",0,Bachelors,Professional,Y
BB3259,Dharmender Singh Solanki,26-06-1975,S," ? 4,04,772.00 ",0,Bachelors,Professional,Y
BB3260,Shyam Bihari,05-06-1975,S," ? 3,46,197.00 ",0,Bachelors,Professional,N
BB3261,Ahmed Hussain,06-11-1974,S," ? 14,14,417.00 ",0,Bachelors,Professional,N
BB3262,Joginder Pal Lokki,25-04-1974,S," ? 33,60,550.00 ",0,Bachelors,Professional,N
BB3263,Anand Singh Mehra,08-02-1974,S," ? 29,54,541.00 ",0,Bachelors,Professional,N
BB3264,Suraj Nath Yadav,01-11-1974,S," ? 22,54,789.00 ",0,Bachelors,Professional,N
BB3265,Dishant Kumar Nigam,20-07-1974,M," ? 10,34,670.00 ",0,High School,Management,Y
BB3266,Surender Pale Ram,05-04-1972,S," ? 20,46,445.00 ",0,Bachelors,Professional,N
BB3267,Ravi Kumar Ojha,27-07-1972,S," ? 32,02,244.00 ",0,Bachelors,Professional,Y
BB3268,Sh Sardar Singh Yadav,28-05-1972,M," ? 29,73,999.00 ",0,Bachelors,Professional,N
BB3269,Saurabh Ujjwal,21-09-1973,S," ? 20,05,950.00 ",0,Partial College,Management,Y
BB3270,Parminder Singh Ajuba,27-05-1972,M," ? 31,73,217.00 ",0,Bachelors,Professional,N
BB3271,Sunil Mehta,26-07-1972,S," ? 20,90,152.00 ",0,Bachelors,Professional,N
BB3272,Shiv Kumar Verma,21-10-1972,M," ? 23,42,911.00 ",0,High School,Management,Y
BB3273,Geesa Kha,21-08-1971,S," ? 15,21,049.00 ",0,Bachelors,Professional,Y
BB3274,Chander Bhan,06-07-1971,S," ? 9,85,633.00 ",0,Bachelors,Professional,Y
BB3275,Chhabeel Sharma,11-07-1971,S," ? 32,54,732.00 ",0,Bachelors,Professional,N
BB3276,Bhanwer Singh Bablu,05-08-1972,M," ? 9,66,105.00 ",0,Partial High School,Professional,Y
BB3277,Kalu Sanjay,18-03-1971,M," ? 28,07,725.00 ",0,High School,Management,Y
BB3278,Bharat Taneja,27-06-1971,S," ? 7,04,031.00 ",0,High School,Management,Y
BB3279,Somnath Banarji,17-06-1970,S," ? 22,01,745.00 ",0,High School,Management,Y
BB3280,Manoj Khanduri,21-05-1970,M," ? 26,64,031.00 ",0,Partial High School,Professional,N
BB3281,Panchi Lal,26-11-1970,M," ? 7,60,232.00 ",0,High School,Management,Y
BB3282,Sadik Husain,11-04-1970,M," ? 34,89,681.00 ",0,Partial High School,Professional,Y
BB3283,Saroop Singh,04-06-1970,M," ? 31,54,260.00 ",0,Partial High School,Professional,Y
BB3284,Aalam Aara,19-06-1941,M," ? 32,67,056.00 ",5,Bachelors,Management,Y
BB3285,Sunil Yadav,18-06-1941,M," ? 20,35,072.00 ",4,Bachelors,Management,N
BB3286,Sunil Anurag,27-10-1941,M," ? 9,32,903.00 ",2,Graduate Degree,Management,Y
BB3287,Ramotar Nanu,02-06-1942,M," ? 15,58,179.00 ",5,Bachelors,Management,Y
BB3288,Rajat Sarma,04-04-1942,S," ? 31,44,859.00 ",0,Bachelors,Management,Y
BB3289,Babulal Sharma,11-03-1942,M," ? 29,85,804.00 ",5,Bachelors,Management,Y
BB3290,Jasim Ahemad,02-11-1942,M," ? 14,91,016.00 ",5,Bachelors,Management,Y
BB3291,Nasir Lala Bhai,07-03-1942,S," ? 17,77,293.00 ",0,Bachelors,Management,Y
BB3292,Shashi Pal,27-02-1942,M," ? 25,40,077.00 ",5,Bachelors,Management,Y
BB3293,Jai Prakash Sharma,02-03-1942,M," ? 19,96,120.00 ",2,Graduate Degree,Management,Y
BB3294,Lalit Prasad,09-01-1942,M," ? 8,30,257.00 ",2,Graduate Degree,Management,Y
BB3295,Ram Gopal,03-08-1942,S," ? 31,10,076.00 ",0,Bachelors,Management,N
BB3296,Rajan Kumar,22-08-1942,M," ? 21,17,907.00 ",2,Graduate Degree,Management,Y
BB3297,Jayesh Singatvadiya,04-06-1943,M," ? 16,24,123.00 ",2,Graduate Degree,Management,Y
BB3298,Amit Gupta,20-10-1943,S," ? 32,45,945.00 ",0,Bachelors,Management,Y
BB3299,Amzad Khan,01-09-1943,M," ? 12,10,323.00 ",2,Bachelors,Management,N
BB3300,Vikram Vicky,26-02-1943,S," ? 29,57,497.00 ",0,Bachelors,Management,Y
BB3301,Ramanand Jha,17-05-1943,S," ? 13,65,070.00 ",0,Graduate Degree,Management,N
BB3302,Nawab Ali,01-02-1943,M," ? 13,25,320.00 ",2,Graduate Degree,Management,Y
BB3303,Satrughan Muttun,18-07-1944,S," ? 20,11,016.00 ",0,Bachelors,Management,Y
BB3304,Gurbachan Singh,03-03-1953,S," ? 16,86,295.00 ",0,Partial College,Skilled Manual,Y
BB3305,Ashish Solanki,10-12-1953,S," ? 17,19,442.00 ",0,Partial College,Skilled Manual,Y
BB3306,Pradeep Agrawal,11-11-1953,M," ? 30,22,962.00 ",2,Graduate Degree,Management,Y
BB3307,Pintu Chaudhary,24-02-1954,S," ? 25,79,150.00 ",0,Partial College,Skilled Manual,Y
BB3308,Kamal Jyoti Sharma,08-02-1954,S," ? 3,08,597.00 ",0,Partial College,Skilled Manual,N
BB3309,Suresh Dass,17-03-1975,S," ? 8,09,257.00 ",0,Partial College,Skilled Manual,Y
BB3310,Krishen Kumar,27-05-1975,M," ? 5,42,754.00 ",0,Partial College,Skilled Manual,Y
BB3311,Ajay Saine,13-09-1975,S," ? 12,83,716.00 ",0,Partial College,Skilled Manual,N
BB3312,Sheilesh Kumar,17-02-1975,S," ? 24,09,902.00 ",0,High School,Skilled Manual,Y
BB3313,Abdul Sattar Resi,19-11-1975,M," ? 20,90,149.00 ",0,High School,Skilled Manual,Y
BB3314,Sh Reddy Ashraiya,25-01-1975,S," ? 19,11,735.00 ",0,Partial College,Skilled Manual,N
BB3315,Ishwar Bansal,03-03-1974,M," ? 5,18,958.00 ",0,High School,Skilled Manual,Y
BB3316,Vivek Rohan,03-03-1974,S," ? 7,48,319.00 ",0,High School,Skilled Manual,N
BB3317,Biram Lal Chamar,05-05-1973,S," ? 5,29,303.00 ",0,Partial College,Skilled Manual,N
